BveTs Vehicle Performance Table 1.00,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,
#,変1,変1,変1,変1,変1,変2,変2,変2,変2,変2,直1,直1,直1,直1,直1,直2,直2,直2,直2,直2,B1,B2,CB1,CB2
88,571.3093521,1578.973091,2870.042257,3828.222509,4498.498835,1550.20987,4284.438301,7787.668479,10387.62676,12206.37693,2157.317305,5962.349403,10837.54678,14455.72462,16986.75044,1707.761818,4719.877152,8579.149923,11443.34888,13446.94345,-9105.770807,-5874.443785,-9421.110286,-6752.765257
89,474.5507783,1311.553726,2383.963753,3179.863877,3736.620302,1510.0636,4173.482862,7585.988792,10118.61514,11890.26456,2137.196986,5906.741277,10736.4699,14320.90264,16828.32273,1706.912094,4717.528701,8574.881228,11437.65505,13440.25271,-9129.981872,-5914.097194,-9411.840853,-6769.457919
90,369.953663,1022.47036,1858.507378,2478.980844,2913.020969,1490.088213,4118.275297,7485.639999,9984.764324,11732.97805,2114.897104,5845.109318,10624.44372,14171.47587,16652.7331,1706.323546,4715.902083,8571.924584,11433.71132,13435.61847,-9153.825961,-5933.456799,-9402.409395,-6777.228739
91,256.631087,709.2717444,1289.217587,1719.630355,2020.717221,1450.357652,4008.468785,7286.048675,9718.53828,11420.13899,2090.148085,5776.708487,10500.114,14005.63796,16457.85894,1704.837687,4711.795497,8564.460191,11423.75489,13423.9188,-9177.374634,-5971.256021,-9392.90058,-6791.647862
92,133.6391925,369.3492642,671.3527937,895.4878172,1052.277106,1430.610337,3953.891561,7186.845629,9586.215721,11264.64832,2062.655576,5700.725253,10362.00203,13821.4165,16241.38249,1703.947538,4709.33532,8559.988417,11417.79019,13416.90974,-9200.700952,-5989.701526,-9383.399887,-6798.307673
93,0,0,0,0,0,1391.365793,3845.428293,6989.695871,9323.246374,10955.63616,2032.099259,5616.274331,10208.49864,13616.66512,16000.78157,1701.889849,4703.648322,8549.651366,11404.00206,13400.70747,-9223.879474,-6025.699553,-9373.993601,-6810.556844
94,0,0,0,0,0,1371.871877,3791.551408,6891.765806,9192.621789,10802.14076,1979.752296,5471.598866,9945.527284,13265.89925,15588.60076,1700.728737,4700.439265,8543.818379,11396.22169,13391.56486,-9258.536935,-6043.258371,-9360.251928,-6816.157932
95,0,0,0,0,0,1333.142745,3684.512627,6697.205288,8933.106113,10497.18697,1939.953767,5361.604505,9745.594513,12999.21776,15275.22651,1698.156913,4693.331311,8530.898508,11378.98845,13371.31428,-9281.682017,-6077.511859,-9351.46447,-6826.342712
96,0,0,0,0,0,1294.750739,3578.405584,6504.338356,8675.849437,10194.88771,1895.748264,5239.430241,9523.522774,12703.00608,14927.15168,1695.270189,4685.353043,8516.396699,11359.64513,13348.58417,-9304.952077,-6110.635604,-9343.079789,-6835.210852
97,0,0,0,0,0,1275.674654,3525.683494,6408.507319,8548.024653,10044.68232,1846.683389,5103.825744,9277.039386,12374.23279,14540.81409,1693.714724,4681.05408,8508.582631,11349.22229,13336.33641,-9328.428428,-6126.782497,-9335.187809,-6839.166278
98,0,0,0,0,0,1237.740485,3420.841814,6217.940392,8293.835852,9745.988075,1792.273858,4953.449797,9003.706469,12009.64609,14112.39259,1690.38966,4671.864336,8491.878764,11326.94174,13310.1548,-9352.193878,-6158.264266,-9327.879265,-6846.15035
99,0,0,0,0,0,1218.870467,3368.689242,6123.144549,8167.391867,9597.405249,1732.000167,4786.866603,8700.914224,11605.7649,13637.79659,1688.623369,4666.982698,8483.005588,11315.1062,13296.247,-9376.332741,-6173.606522,-9321.245699,-6849.19131
100,0,0,0,0,0,1181.286308,3264.814913,5934.335939,7915.548408,9301.466989,1629.370001,4503.219452,8185.339062,10918.06198,12829.68505,1684.889564,4656.663284,8464.248363,11290.08677,13266.84696,-9413.429301,-6203.512734,-9312.76317,-6854.40214
101,0,0,0,0,0,1162.553352,3213.041154,5840.22865,7790.022854,9153.963401,1551.926142,4289.181699,7796.290381,10399.12714,12219.89088,1682.923711,4651.230099,8454.372658,11276.914,13251.3678,-9438.880394,-6218.084478,-9308.22285,-6856.584542
102,0,0,0,0,0,1125.149443,3109.664995,5652.325546,7539.387209,8859.444429,1466.510484,4053.111653,7367.194401,9826.774977,11547.32665,1678.795924,4639.821806,8433.636218,11249.25458,13218.86555,-9465.011798,-6246.485217,-9304.684272,-6860.134928
103,0,0,0,0,0,1106.452161,3057.989831,5558.397471,7414.100702,8712.221742,1372.432331,3793.10038,6894.581318,9196.377276,10806.55379,1676.63372,4633.845952,8422.774123,11234.76611,13201.84032,-9491.914575,-6260.322405,-9302.242618,-6861.515665
104,0,0,0,0,0,1068.991134,2954.455812,5370.207429,7163.082324,8417.253024,1268.958978,3507.122845,6374.7703,8503.024334,9991.802978,1672.109316,4621.341496,8400.045227,11204.44904,13166.21509,-9519.681284,-6287.291415,-9300.993875,-6863.520382
105,0,0,0,0,0,1031.324212,2850.352743,5180.983049,6910.684286,8120.663086,1155.314218,3193.033785,5803.86198,7741.51496,9096.96235,1667.309234,4608.075126,8375.931426,11172.28471,13128.41916,-9548.405986,-6313.348716,-9301.034844,-6864.55939
106,0,0,0,0,0,1012.364148,2797.951307,5085.734854,6783.636929,7971.371245,963.9665717,2664.191076,4842.603723,6459.335059,7590.287966,1664.800876,4601.142577,8363.330383,11155.47673,13108.66831,-9593.498728,-6326.046524,-9303.728238,-6864.733129
107,0,0,0,0,0,974.0789119,2692.139355,4893.404297,6527.095701,7669.912692,821.1981526,2269.610642,4125.389144,5502.674235,6466.127186,1659.553769,4586.640731,8336.970901,11120.31699,13067.35251,-9625.039774,-6350.803142,-9307.422279,-6864.422144
108,0,0,0,0,0,954.7043141,2638.592238,4796.073641,6397.27064,7517.356804,665.1768971,1838.40229,3341.597326,4457.208972,5237.613363,1656.808098,4579.052304,8323.177692,11101.91883,13045.73306,-9657.87984,-6362.871231,-9312.751191,-6863.950758
109,0,0,0,0,0,915.3555184,2529.840842,4598.400163,6133.602725,7207.523767,494.9117084,1367.826848,2486.24937,3316.29814,3896.942586,1651.051448,4563.142192,8294.258458,11063.34475,13000.40511,-9692.119737,-6386.410676,-9319.81541,-6862.409817
110,0,0,0,0,0,895.3220878,2474.472857,4497.75978,5999.362966,7049.780219,309.3593398,855.0010099,1554.1044,2072.951166,2435.900313,1648.030449,4554.792815,8279.082097,11043.10167,12976.61771,-9727.861774,-6397.891717,-9328.716182,-6861.353819
111,0,0,0,0,0,854.3762225,2361.307513,4292.063228,5724.993428,6727.371831,107.4227444,296.8927817,539.651267,719.8169721,845.8483809,1641.673841,4537.224554,8247.148904,11000.50739,12926.56568,-9765.209764,-6420.301161,-9339.55556,-6858.704934
112,0,0,0,0,0,812.0231195,2244.252873,4079.297246,5441.194289,6393.88283,0,0,0,0,0,1634.851824,4518.370003,8212.877669,10954.79451,12872.84901,-9804.269017,-6442.007508,-9352.436406,-6855.386178
113,0,0,0,0,0,790.2237968,2184.004352,3969.785688,5295.121662,6222.234621,0,0,0,0,0,1631.246716,4508.406277,8194.766965,10930.63744,12844.46233,-9866.300574,-6452.609933,-9375.81243,-6853.49298
114,0,0,0,0,0,745.1730371,2059.493984,3743.467698,4993.246099,5867.504229,0,0,0,0,0,1623.603383,4487.281791,8156.369752,10879.4211,12784.27861,-9910.108565,-6473.339705,-9394.252276,-6849.27402
115,0,0,0,0,0,721.8331611,1994.987713,3626.216983,4836.850552,5683.725678,0,0,0,0,0,1619.545114,4476.06563,8135.982541,10852.2275,12752.32373,-9956.008221,-6483.477822,-9415.099977,-6846.962401
116,0,0,0,0,0,673.2883758,1860.820629,3382.346329,4511.562266,5301.483274,0,0,0,0,0,1610.899792,4452.171866,8092.55171,10794.29703,12684.25033,-10004.1116,-6503.327955,-9438.462033,-6841.970512
117,0,0,0,0,0,647.9829254,1790.881944,3255.22131,4341.995823,5102.227759,0,0,0,0,0,1606.28823,4439.426526,8069.384967,10763.39594,12647.93882,-10054.53227,-6513.051149,-9464.445754,-6839.304604
118,0,0,0,0,0,595.0388231,1644.556117,2989.250151,3987.228649,4685.345064,0,0,0,0,0,1596.420066,4412.153096,8019.81104,10697.27147,12570.23674,-10107.38529,-6532.122245,-9493.159258,-6833.669037
119,0,0,0,0,0,567.2868954,1567.855908,2849.834955,3801.268882,4466.825948,0,0,0,0,0,1591.134085,4397.543809,7993.256269,10661.85123,12528.61484,-10191.48085,-6541.481731,-9541.586356,-6830.713958
120,0,0,0,0,0,508.9235689,1406.552541,2556.639661,3410.188639,4007.272196,0,0,0,0,0,1579.778389,4366.159171,7936.209547,10585.75913,12439.19992,-10250.92798,-6559.87805,-9577.602641,-6824.565936
121,0,0,0,0,0,446.3216139,1233.534539,2242.1511,2990.706247,3514.343416,0,0,0,0,0,1567.260597,4331.562751,7873.324887,10501.88006,12340.63462,0,-6577.88425,0,-6818.150155
122,0,0,0,0,0,413.2627075,1142.167011,2076.075649,2769.185544,3254.037067,0,0,0,0,0,1560.518461,4312.928974,7839.454944,10456.70244,12287.54693,0,-6586.756342,0,-6814.860514
123,0,0,0,0,0,343.2713622,948.7263632,1724.465583,2300.188419,2702.924112,0,0,0,0,0,1545.964213,4272.704243,7766.339907,10359.17752,12172.94656,0,-6604.269674,0,-6808.155371
124,0,0,0,0,0,306.1885511,846.2376491,1538.175556,2051.704386,2410.933473,0,0,0,0,0,1538.107638,4250.990401,7726.871442,10306.53228,12111.08376,0,-6612.923584,0,-6804.755034
125,0,0,0,0,0,227.4540272,628.6327839,1142.643066,1524.12108,1790.976592,0,0,0,0,0,1521.116451,4204.030508,7641.514142,10192.67795,11977.29489,0,-6630.058075,0,-6797.897018
126,0,0,0,0,0,185.6368314,513.0592741,932.5692789,1243.912941,1461.707334,0,0,0,0,0,1511.930889,4178.643639,7595.36935,10131.12746,11904.96763,0,-6638.551733,0,-6794.454723
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1492.04389,4123.680357,7495.464581,9997.8689,11748.37709,0,-6655.425074,0,-6787.582295
128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1469.940653,4062.591883,7384.426271,9849.759807,11574.33585,0,-6672.191505,0,-6780.778158
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457.980188,4029.535796,7324.341418,9769.615277,11480.15896,0,-6680.551781,0,-6777.421364
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1432.074919,3957.939344,7194.203138,9596.029577,11276.18047,0,-6697.261349,0,-6770.837973
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418.059503,3919.203823,7123.794984,9502.115253,11165.82286,0,-6705.624802,0,-6767.627345
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1387.716354,3835.342048,6971.362469,9298.792259,10926.90042,0,-6722.404962,0,-6761.408426
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371.309707,3789.997695,6888.941679,9188.85481,10797.71423,0,-6730.836236,0,-6758.416322
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335.818107,3691.906737,6710.645294,8951.033143,10518.25281,0,-6747.818104,0,-6752.707575
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316.64541,3638.917628,6614.328908,8822.560973,10367.28669,0,-6756.383674,0,-6750.007339
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275.215303,3524.413949,6406.199713,8544.94664,10041.06538,0,-6773.70203,0,-6744.956438
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1229.345809,3397.640779,6175.76871,8237.584909,9679.88826,0,-6791.321398,0,-6740.427118
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204.617727,3329.297812,6051.544171,8071.887288,9485.178951,0,-6800.263486,0,-6738.378995
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1151.302974,3181.94759,5783.711003,7714.636463,9065.377748,0,-6818.452112,0,-6734.758031
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122.602312,3102.625286,5639.529722,7522.319426,8839.38828,0,-6827.714711,0,-6733.202184
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060.815986,2931.861503,5329.138573,7108.302391,8352.881776,0,-6846.617141,0,-6730.642517
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027.605433,2840.074857,5162.301308,6885.765538,8091.38136,0,-6856.273439,0,-6729.655908
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956.2231317,2642.789915,4803.703606,6407.447914,7529.315997,0,-6876.037879,0,-6728.312448
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877.7679754,2425.95716,4409.574554,5881.736591,6911.558862,0,-6896.461139,0,-6727.866831
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835.7088507,2309.715012,4198.285407,5599.907338,6580.384651,0,-6906.941215,0,-6728.002664
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745.5510652,2060.538771,3745.366769,4995.779185,5870.480828,0,-6928.481635,0,-6729.035829
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697.2954914,1927.171004,3502.949004,4672.428844,5490.515681,0,-6939.559531,0,-6729.950959
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594.0224341,1641.747042,2984.144197,3980.418043,4677.342001,0,-6962.375083,0,-6732.623083
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538.8348751,1489.220797,2706.902759,3610.617943,4242.794292,0,-6974.130699,0,-6734.398094
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420.915432,1163.317454,2114.520044,2820.464824,3314.29474,0,-6998.383018,0,-6738.871327
151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.3199557,807.9079092,1468.504975,1958.773877,2301.731935,0,-7023.684788,0,-6744.636359
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.7783749,618.4740912,1124.177978,1499.491315,1762.034448,0,-7036.752472,0,-6748.026255
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.70538681,214.7605573,390.3624944,520.687277,611.8534395,0,-7063.768538,0,-6755.867034
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7077.735965,0,-6760.336519
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7106.637728,0,-6770.420461
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7121.591515,0,-6776.053738
157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7152.554037,0,-6788.55023
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7168.58263,0,-6795.432487
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7201.784635,0,-6810.512893
160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7236.580729,0,-6827.412085
